"video_id","trending_date","title","channel_title","category_id","category","viewcount","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","video_error_or_removed","descript","country","publish_timestamp","population"
"FTpSvOKKk_g","2018-06-01","Ахбори Тоҷикистон ва ҷаҳон (31.05.2018)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",96976,841,184,0,"https://i.ytimg.com/vi/FTpSvOKKk_g/default.jpg",True,False,False,"Тоҷикистон аз Русия хост, ки ба муҳоҷирон сабукӣ бидиҳад, Боздошти гурӯҳе,ки ба Афғонистон симкорт мефурӯхт, Талаби патент аз устоҳои таъмири хона дар Тоҷикистон, Дар шаҳри Хуҷанди духтари панҷсоларо меҷӯянд,Чаро зане дар Хатлон даҳ нафарро гирифтори ВИЧ кардааст, Салиби Сурх аз ҷангҷӯёни тоҷик дар Ироқ пайғом меорад, Муҳоҷирон ҳам мехоҳанд футболбози касбӣ шаванд.","RU","2018-05-31 11:36:05","other"
"-6Q4W8KanPo","2018-06-02","Ахбори Тоҷикистон ва ҷаҳон 01.06.2018)اخبار تاجیکستان .(HD)","Ozodivideo",25,"News & Politics",104898,990,217,0,"https://i.ytimg.com/vi/-6Q4W8KanPo/default.jpg",True,False,False,"Занозании навбатии марзӣ байни тоҷикҳо ва қирғизҳо, Муфтии Тоҷикистон боксу ММА-ро ҳаром гуфт, Ду нозири роҳро барои ришваситонӣ аз хориҷиён аз кор сабукдӯш карданд, Нишасти раҳбарони ҳукуматҳои давлатҳои ҳамсуд дар Душанбе, Зани бехона дар Хатлон сирко хӯрд","RU","2018-06-01 11:34:39","other"
"CX6jrArneZk","2018-05-27","ХАММА КУРСИН ХОЗИРОК ПАСПОРТИЗНИ АЛМАШТИРИНГ АГАР ЭСКИ БУЛСА","24 SOAT TV",25,"News & Politics",30234,407,111,0,"https://i.ytimg.com/vi/CX6jrArneZk/default.jpg",True,False,False,"daryo.uz","RU","2018-05-26 19:10:11","other"
"yk38QsR3qK4","2018-06-02","Бу Деҳқоннинг Ақлига Қоил! Ажойиб Креатив Ускуналар","Ulug'bek Tv",22,"People & Blogs",62277,515,57,0,"https://i.ytimg.com/vi/yk38QsR3qK4/default.jpg",True,False,False,"Янги ва Қизиқарли роликларни ўтказиб юборманг, каналга обуна бўлиш учун қуйидаги ҳаволани босинг! https://goo.gl/v6VmrJ","RU","2018-06-01 12:57:45","other"
"SRrz7Nr-JpQ","2018-06-03","«Երևան Սիթին» փոխում է գնապիտակները. խաղի հավասար կանոններ","Armenian Public TV",25,"News & Politics",46850,571,17,0,"https://i.ytimg.com/vi/SRrz7Nr-JpQ/default.jpg",True,False,False,"Public TV Company of Armenia 2018http://www.1tv.am","RU","2018-06-02 18:32:22","armenian"
"joXKzh1pdCI","2017-11-14","Кандидат Путин","Радио Свобода",25,"News & Politics",25375,604,123,0,"https://i.ytimg.com/vi/joXKzh1pdCI/default.jpg",True,False,False,"Как и когда Путин объявит о намерении баллотироваться на новый президентский срок? Каков план избирательной кампании нынешнего президента РФ? Обсуждают историк и политолог Василий Жарков и политолог, доверенное лицо В.Путина на прошлых выборах, член Общественной палаты и экс-депутат Госдумы от Единой России Сергей Марков.\n\nПрограмму Лицом к событию ведет Михаил Соколов.","RU","2017-11-13 17:06:24","russian"
"kht26lE6jpA","2017-12-22","Реакция Кадырова на включение в список Магнитского","ТАСС",28,"Science & Technology",7759,33,22,0,"https://i.ytimg.com/vi/kht26lE6jpA/default.jpg",True,False,False,"Реакция Кадырова на включение в список Магнитского.\n\nГлава Чечни Рамзан Кадыров прокомментировал свое включение в список Магнитского, заявив, что не поехал бы в США за все валютные запасы страны.\n\nПодробнее на ТАСС:\nhttp://tass.ru/politika/4829747\n\nМузыка: © ЗАО С.Б.А. Мьюзик Паблишинг по лицензии Videohelper, Inc. Joseph Saba, Stewart Winter","RU","2017-12-21 13:37:50","russian"
"RwKBzDAa-Og","2017-11-14","Нас будет трое...","PVWEDDING",22,"People & Blogs",176550,2022,1319,0,"https://i.ytimg.com/vi/RwKBzDAa-Og/default.jpg",True,False,False,"Кирилл Андреев и Нэлли Ермолаева сообщили о том, что ждут ребенка. \nЗАКАЗАТЬ ВИДЕО\nhttp://pvwedding.ru \n+7 (495) 767-70-57","RU","2017-11-11 17:17:29","russian"
"i1aY2XzF0Bk","2018-01-05","Жители Ладожской о тройном убийстве в кафе «Огонёк»","Альберт Гаямян",29,"Nonprofits & Activism",7618,66,150,0,"https://i.ytimg.com/vi/i1aY2XzF0Bk/default.jpg",True,False,False,"4 января 2018 года я (Альберт Гаямян) и Алексей Гайворонский (корреспондент газеты «Русский рубеж») встретились с жителями станицы Ладожской. Они рассказали нам свою версию произошедшего в кафе «Огонёк». Позже на Информационно-Аналитическом Портале «Интер-Информ» появится более подробный материал об этой встрече.\n\nА пока предоставляем вашему вниманию рассказ станичников о том, что никто из троих убитых не имел какого-либо отношения к конфликту между Александром Ситавичусом (одним из подозреваемых в убийстве) и неизвестным им лицом (конфликт предшествовал тройному убийству). \n\nКроме того, по их информации, никакого изнасилования, о котором говорят в СМИ, не было.\n\nЧитайте развёрнутые комментарии жителей станицы: http://inter-13.ru/chtnichniki/","RU","2018-01-04 17:17:46","russian"
"7g5tkUdtrmI","2018-01-05","КОНЕЦ НАМ... / ЗЛАТЫЕ УСТА / прот. Андрей Ткачев","ША†ЕНЁВО",22,"People & Blogs",12274,524,17,0,"https://i.ytimg.com/vi/7g5tkUdtrmI/default.jpg",True,False,False,"ГРУППА ВК https://vk.com/shatenevohram\nПОДДЕРЖИТЕ ДЕРЕВНЮ / ФИЛЬМ https://goo.gl/JrbNnk\nСПАСИБО КАНАЛУ https://goo.gl/a1kEx9\n\nЛюбая финансовая и материальная помощь будет принята с благодарностью и молитвенной памятью. ПЕРЕЙДИТЕ В ГРУППУ или к ФИЛЬМУ и если нет возможности финансами, то поделитесь пожалуйста данной записью, это тоже огромный вклад в доброе дело! \nИ молитвенная помощь к Богу и святому Николаю, тоже очень важно для деревни! \nВсе желающие помочь в восстановлении храма в честь великого святого Николая Чудотворца, могут обращаться к настоятелю, отцу Сергию +7-921-065-90-53, а так же к создателю фильма и администратору канала ютюб и ВК Викторову Олегу Николаевичу, связаться с которым можно по телефону +7-999-360-00-17 если появятся вопросы! Викторов Олег Николаевич держатель банковской карты.\n👉 5469 6000 3766 9918 \nВсе перечисленные деньги пойдут на восстановления храма! \nО всех жертвующих на храм молим Бога! \nСпаси Господь!","RU","2018-01-04 11:22:53","russian"
"JMnIv0PgsrU","2017-11-30","Полиция в России. Время покажет. Выпуск от 29.11.2017","Новости на Первом Канале",25,"News & Politics",7318,60,26,0,"https://i.ytimg.com/vi/JMnIv0PgsrU/default.jpg",True,False,False,"Тема выпуска – правоохранительные органы в России. Эксперты «Время покажет» говорят о дефиците доверия со стороны граждан к полицейским и пытаются понять, как оценивать эффективность работы сотрудников правоохранительных органов.\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2017-11-29 15:01:23","russian"
"YEClRkzfY3U","2017-12-15","РУКИ БАЗУКИ К ЧЕМУ ПРИВЕЛА ФИРМЕННАЯ ДВОЕЧКА","БАРАНДАЁК Ю",22,"People & Blogs",4160,0,0,0,"https://i.ytimg.com/vi/YEClRkzfY3U/default.jpg",True,True,False,"Руки базуки, фирменная двоечка","RU","2017-12-14 22:02:15","russian"
"3jB9q7FrqwM","2017-12-14","DİRİLİŞ ERTUĞRUL 99.BÖLÜM FRAGMANI.!!!","Bir Milletin Dirilişi",22,"People & Blogs",109500,381,168,0,"https://i.ytimg.com/vi/3jB9q7FrqwM/default.jpg",True,False,False,"ABONE OLMAYI UNUTMAYIN","RU","2017-12-13 15:24:16","turkish"
"1dJFQ9nueco","2018-01-07","Третьи Петухи от Валентины Когут","Валентина Когут",22,"People & Blogs",13061,1206,72,0,"https://i.ytimg.com/vi/1dJFQ9nueco/default.jpg",True,False,False,"Третьи Петухи от Валентины Когут\n\nсайт: www.rangila.ru\nВКонтакте: http://vk.com/id153976899\nОдноклассники: https://ok.ru/profile/86761100204\nФейсбук: https://www.facebook.com/valentina.kogut\nПочта: vakogut@yandex.ru","RU","2018-01-06 19:42:02","russian"
"PcgzUt8dI0g","2017-11-19","Прокуратуру Дагестана возглавит кандидат из центра","Новости Кавказа",29,"Nonprofits & Activism",3657,12,6,0,"https://i.ytimg.com/vi/PcgzUt8dI0g/default.jpg",True,False,False,"ＬＩＫＥ | ＣＯＭＭＥＮＴ | ＳＨＡＲＥ | ＳＵＢＳＣＲＩＢＥ\nКанал посвящен важнейшим общественным, политическим, экономическим и культурным событиям дня на Северном Кавказе, России и за рубежом.\n▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴▴\n      ◙ Сопутствующая информация ◙\nИсточник оригинальной новости из СМИ по ссылке:\n\n\n▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣▣\n☛✫Мы в соцсетях:\n☛✫Мы в vk  https://goo.gl/GPqvrM\n☛✫Мы в Ok https://goo.gl/yiFZmA\n☛✫Мы в FS https://goo.gl/yMmVhN\n☛✫Мы в Tw https://goo.gl/YfzRbg\n✒✒✒✒✒✒✒✒✒✒✒✒✒✒✒✒✒✒✒✒✒✒✒\nПодписывайтесь на наш канал по ссылке https://goo.gl/MDuwWS\n☝Ваша активность,репостинг в соцсети и лайки помогут нам быть лучше! ☝\n\nХештеги канала и видео:\n\n#врио #васильев #абдулатипов #дагестан #махачкала #Горцы #даги #горы","RU","2017-11-18 14:04:22","russian"
"9SC1AhjL95c","2018-01-25","Губернаторский срок Никиты Белых.","Видеоподкасты Генеральной прокуратуры РФ",25,"News & Politics",5273,20,15,0,"https://i.ytimg.com/vi/9SC1AhjL95c/default.jpg",True,False,False,"Позиция гособвинения по мере наказания для экс-главы Кировской области.","RU","2018-01-24 14:28:29","russian"
"ll_ys49mhaE","2018-01-08","Проповедь в праздник Рождества Христова от 07.01.2018 (прот. Владимир Головин)","golovinBolgar",27,"Education",10741,538,11,0,"https://i.ytimg.com/vi/ll_ys49mhaE/default.jpg",True,False,False,"Скачать аудио и видео этой проповеди можно здесь:\nhttp://vladimir-golovin.ru/prazdnik-07-01-2018.html\n\nПОЛЕЗНЫЕ ССЫЛКИ\nОтветы по темам http://vladimir-golovin.ru/otvety.html \nГруппа ВКонтакте https://vk.com/golovinbolgar\nМолитва по соглашению http://vladimir-golovin.ru/molitva.html\nДуховное лечение http://vladimir-golovin.ru/lechenie.html\nКниги http://vladimir-golovin.ru/knigi.html\nПаломничество в Болгар http://vladimir-golovin.ru/palomniku.html","RU","2018-01-07 04:40:12","russian"
"rWegfpVUHbo","2017-12-16","ДМИТРИЙ ТРОЦКИЙ: вечер вопросов и ответов.","Dmitry Trotsky",27,"Education",9513,442,16,0,"https://i.ytimg.com/vi/rWegfpVUHbo/default.jpg",True,False,False,"15 декабря, начало в 15.00 (мск).\nНОВОСИБИРСК, \nККЦ Евразия.","RU","2017-12-15 15:34:31","russian"
"6QEiVUNlH_w","2017-12-03","Кто хочет стать миллионером? (02.12.2017)","Rus Game Shows",22,"People & Blogs",7359,87,19,0,"https://i.ytimg.com/vi/6QEiVUNlH_w/default.jpg",True,False,False,"Сезон 2017-2018. Выпуск 12\nТимур Соловьёв и Юлианна Караулова","RU","2017-12-02 12:02:47","russian"
"wns0fvKcq4E","2018-01-12","[Медитация] Раскрытие вашей Силы","Ключи Мастерства",26,"Howto & Style",6452,0,0,0,"https://i.ytimg.com/vi/wns0fvKcq4E/default.jpg",True,True,False,"Цель медитации - признать, принять и раскрыть вашу силу.\n\nВ медитации-визуализации вы перенесетесь к 3м камням: \n\n- камню признания вашей силы вы отдадите все эмоции и чувства, связанные с моментами в жизни, когда вы не признавали, сомневались в вашей силе, \n  \n- камню принятия вашей силы вы передадите все, что напоминает об отказе от вашей силы (разочарование, неудовлетворенность и неспособность не идти на поводу у других)\n\n- рядом с камнем раскрытия вашей силы вы совершите выбор идти за велениями силы вашего духа.\n\n========================================­­===\nПОДПИШИТЕСЬ на наш Канал, чтобы не пропустить Новые Видео:\nhttp://kluchi.pro/1Dv9ecA\n=======================================\nКлючи Мастерства\nhttp://kluchimasterstva.ru\nFacebook: https://www.facebook.com/KluchiMasterstva\nВКонтакте:  http://vk.com/kluchimasterstva\n=======================================","RU","2018-01-11 11:26:39","russian"
"wpgGsnsFCbQ","2018-01-12","Кругом враги?","Радио Свобода",25,"News & Politics",48446,1064,118,0,"https://i.ytimg.com/vi/wpgGsnsFCbQ/default.jpg",True,False,False,"66 процентов россиян считают, что у России есть враги. Таков результат нового опроса Левада-центра. Главными врагами России россияне назвали США (68 %), Украину (29% ) и Евросоюз (14%). 4 % считают, что это чиновники, правительство, “друзья Путина”.\n\nДолго ли Путин сможет отвлекать народ от реальных внутренних проблем ? Можно ли бесконечно переключать внимание с на внешнюю политику? Почему у Владимира Путина нет программы и образа будущего?\n\nОбсуждают политик Владимир Рыжков и политолог Константин Калачев.\n\nВедет передачу Михаил Соколов.","RU","2018-01-10 17:06:20","russian"
"Oo1qzYd9-3Q","2018-01-12","На самом деле - Опасные связи: молодую жену Ивана Краско уличают в измене. Выпуск от 11.01.2018","Первый канал",43,"Shows",29019,191,99,0,"https://i.ytimg.com/vi/Oo1qzYd9-3Q/default.jpg",True,False,False,"Народный артист Иван Краско женат на своей ученице Наталье уже два года. Ему 87 лет, а ей 27 лет. Как бы пара не уверяла, что разница в 60 лет — не преграда для отношений, в искренность чувств молодой жены многие не верят.\nЗлые языки утверждают, что скоро молодая жена Краско попросит мужа, не сумевшего сделать ее звездой, о разводе, ведь она уже нашла мужчину помоложе. Его зовут Александр, он не скрывает, что влюблен в Наталью. Мужчина задаривает девушку цветами и требует от нее перестать скрывать их любовь.\nАлександр пришел в студию, чтобы заставить Наталью сделать выбор между ним и мужем. Наталья уверяет, что Александр лжет, вновь повторяя, что искренне любит своего мужа и верна ему. Говорит ли Наталья правду?","RU","2018-01-11 17:21:31","russian"
"rNVwcVt0VJo","2018-01-12","15 поступков, которые сделают вас БОГАТЫМ","ХУЗУР ТВ",22,"People & Blogs",13888,842,18,0,"https://i.ytimg.com/vi/rNVwcVt0VJo/default.jpg",True,False,False,"Предписания ислама затрагивают как материальный, так и духовный аспект.\n\nЭти два аспекта должны находится в состоянии баланса и дополнять друг друга. То, как верующий способен держать в балансе материальную и духовную сторону жизни, влияет на качество его жизни, настоящей и будущей. \n\nИслам не порицает желание человека быть богатым, стремление к хорошей жизни естественно и заложено самой природой. Но не стоит забывать, что деньги и состояние – это тоже испытание, прохождение которого дается не так и легко...\n\nСамые интересные статьи об Исламе в Telegram ЗДЕСЬ: https://t.me/islamt","RU","2018-01-11 10:39:50","russian"
"HwVLhGlREbQ","2018-01-13","Российский газ в Европе. Время покажет. Выпуск от 11.01.2018","Новости на Первом Канале",25,"News & Politics",106625,439,214,0,"https://i.ytimg.com/vi/HwVLhGlREbQ/default.jpg",True,False,False,"В строительстве российского газового проекта «Северный поток 2» примет участие норвежская компания. Киевские СМИ назвали это сотрудничество «ножом в спину Украине».\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2018-01-11 16:59:01","russian"
"ybF8AW510B0","2018-01-14","Корабли Украины. Время покажет. Выпуск от 12.01.2018","Новости на Первом Канале",25,"News & Politics",117282,630,203,0,"https://i.ytimg.com/vi/ybF8AW510B0/default.jpg",True,False,False,"Президент России Владимир Путин заявил, что Россия готова передать Украине оставшуюся в Крыму военную технику. Глава государства подчеркнул, что вся техника «находится в плачевном состоянии». «Это еще один жест доброй воли, проявление политического настроя на то, чтобы все-таки сдвинуть процесс украинского урегулирования с мертвой точки», - отметил пресс-секретарь Кремля Дмитрий Песков.\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2018-01-12 13:52:52","russian"
"R983SSn0p4A","2018-01-16","На самом деле. На детекторе: тайный грех Даны Борисовой.  Выпуск от 15.01.2018","Первый канал",29,"Nonprofits & Activism",36251,260,131,0,"https://i.ytimg.com/vi/R983SSn0p4A/default.jpg",True,False,False,"За лечением от наркотической зависимости телеведущей Даны Борисовой следила вся страна. Когда Дана вернулась в Москву из Таиланда, где шесть месяцев проходила курс реабилитации, телеведущая заверяла, что с наркотиками и алкоголем покончено навсегда.\n\nНо недавно СМИ облетела новость: Дана оказалась в больнице после передозировки сильнодействующими препаратами. Неужели беда вернулась? Дана отрицает эти предположения, заверяя, что оказалась в больнице из-за неправильного лечения простуды.\n\nОднако близкие и друзья телеведущей сомневаются, что она, наконец, ведет здоровый образ жизни — они предполагают, что Дана вновь пристрастилась к наркотикам. Некоторые не исключают даже, что Дана пыталась покончить с собой.\n\nЧто же произошло на самом деле? Дане придется не только пройти проверку на детекторе лжи, но и прямо в студии сдать тест на наркотики. Действительно ли Дана снова употребляет запрещенные вещества?","RU","2018-01-15 19:55:21","russian"
"4vcLwdf6xlI","2018-01-17","Онлайн-встреча  с Дмитрием Троцким","Dmitry Trotsky",27,"Education",9180,546,11,0,"https://i.ytimg.com/vi/4vcLwdf6xlI/default.jpg",True,False,False,"Что нужно сделать, чтобы получить ответ на свой вопрос от Дмитрия во время прямого эфира.\n1. Прислать вопрос по смс, в вотсапп или в вибер на телефон +7 903 0 108 000. Постарайтесь, пожалуйста, сформулировать вопрос максимально емко, со всеми необходимыми деталями, но без лишних предысторий. Если вы готовы к тому, что мы позвоним вам во время эфира, то укажите номер, по которому будете доступны в это время.\n\n2. Дмитрий и наши модераторы перед эфиром отберут наиболее интересные вопросы (которые можно разобрать в онлайн-формате и которые могут быть интересны большому количеству людей). Если на вопрос можно ответить без диалога, то Дмитрий ответит на него в эфире сам. Если ответ на вопрос подразумевает диалог, то мы вам позвоним.\n\n3. Смотреть эфир, который начнется в 18.30 по московскому времени и оставаться на связи.\n\n4. Во время эфира модераторы также будут читать вопросы, заданные в чате здесь, на YouTube, и передавать интересные Дмитрию.\n\nПродолжительность эфира примерно 1,5-2 часа. Заранее приносим свои извинения за то, что не все вопросы будут озвучены.\n\nМы впервые будем работать в таком формате, поэтому просим простить нас, если будут какие-то технические неполадки, заминки и т.д.\n\nДополнительные вопросы по эфиру можно задать по телефону +7 903 0 108 000, +7 903 739 5858 или e-mail: privet@alhimik108.com","RU","2018-01-16 18:02:25","russian"
"yqUk-vy3Lgg","2018-01-17","Договор о дружбе с Украиной. Время покажет. Выпуск от 15.01.2018","Новости на Первом Канале",25,"News & Politics",88770,366,197,0,"https://i.ytimg.com/vi/yqUk-vy3Lgg/default.jpg",True,False,False,"Тема выпуска — российско-украинские отношения. В центре внимания - инициатива Госдумы частично денонсировать договор о партнерстве с Украиной. \n\nДепутат «Единой России» Константин Затулин предложил денонсировать договор между Россией и Украиной в части признания границ друг друга. Последний раз действие договора было продлено на десять лет в 2008 году.\n\nДоговор о дружбе, сотрудничестве и партнерстве между Российской Федерацией и Украиной был ратифицирован Верховной радой в 1998 году, а Госдумой — в 1999 году, его действие было автоматически продлено на десять лет в 2008 году.\n\nТакже в студии говорят об акциях протеста против церкви Московского патриархата на Украине из-за отказа священника отпевать трагически погибшего украинского мальчика.\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2018-01-15 14:13:30","russian"
"tJXZxUPSB1c","2018-01-17","Телевизор мочит Грудинина","Радио Свобода",25,"News & Politics",85800,1621,4806,0,"https://i.ytimg.com/vi/tJXZxUPSB1c/default.jpg",True,False,False,"Сначала Life, потом федеральные телеканалы бросились публиковать порочащие материалы о кандидате в президенты России от КПРФ. Что именно инкриминируют Павлу Грудинину, и чем он не угодил Кремлю, который определяет политику СМИ? Обсуждают политики Геннадий Гудков, Сергей Удальцов (Левый фронт) и Дмитрий Новиков (КПРФ).\nВедущая - Елена Рыковцева.","RU","2018-01-15 17:06:28","russian"
"dEHtBK_UkmM","2017-12-23","Человек и закон. Выпуск от 22.12.2017","Первый канал",29,"Nonprofits & Activism",32673,173,79,0,"https://i.ytimg.com/vi/dEHtBK_UkmM/default.jpg",True,False,False,"Спартак Мишулин. Новый поворот в деле о внебрачных детях и внуках. Сколько их все-таки было у знаменитого актера, и смогли ли чужие-родные люди принять друг друга?\n\nТюрьмы и ВИП-сидельцы недели. Экс-министр Улюкаев попросил в СИЗО теплую одежду, коврик для йоги и начал писать стихи. А вообще, кому как сидится? В «Черном дельфине» - одно, в «Матросской тишине» - другое. Например, на днях стало известно о так называемых ВИП-камерах в столичном СИЗО: там и плазменные телевизоры во всю стену, и «элегантные полочки-крючочки», и запах апельсинов… В Иркутске даже есть официальное кафе-бар. А также: кто и как наживался на ФСИН: электронные браслеты и приговор главе ФСИН Реймеру, яхты-часы-катера замначальника ФСИН Коршунова и так далее. Специальное расследование.\n\nТверская аномалия. Продали дома вместе с людьми. Люди отработали не одно десятилетие, чтобы получить квартиры, а сегодня выясняется, что родной колхоз еще три года назад, когда обанкротился, заложил их единственное жилье некоему бизнесмену, которого никто в деревне Даниловское и в глаза не видел.\n\nПравовой дайджест недели. Саратов. Налетчик, убегая, впопыхах растерял всю добычу в размере 90 тысяч рублей. Стреляющая свадьба и футболист Александр Кокорин: когда нельзя, а очень хочется?! В Новокузнецке начался суд над ревнивцем, который в качестве мести своей гражданской жене выбрал самый жестокий способ – расправился с ее сыном от первого брака. Башкирия. Няня избивала ребенка, а камеры все фиксировали. СК проводит проверку. Москва. Сержант Шарапов помог упавшему на рельсы метро трудяге из Ульяновска. Спасенный кот в Верхней Пышме и другая усато-полосато-хвостатая «шаурма».\n\nСамые громкие скандалы года. Саакашвили жжет, всемирно известный Вайнштейн давно отжег, у Захарченко не иссякают миллиарды (и даже появился конь по кличке Олигарх), а развод Джигарханяна превратился в детектив. Интересно оглянуться.","RU","2017-12-22 18:27:10","russian"
"RREkn9UvEBE","2017-11-14","Взрослый разговор. Еда будущего или вот такая вот... хлорелла","Mediametrics Live",22,"People & Blogs",21814,9,46,0,"https://i.ytimg.com/vi/RREkn9UvEBE/default.jpg",True,False,False,"13-11-2017 12:00\n\nДаже самые на первый взгляд безумные проекты могут стать успешными, если есть семейная поддержка. Поговорим о том, сколько лет и сил нужно, чтобы добиться результата и убедить окружающих, что этот продукт - именно то, что им сейчас жизненно необходимо\n\nВедущий: Мария Большакова (http://radio.mediametrics.ru/presenter/105)\n        \nВ гостях: Фати Карелина, Основатель проекта Be.Live.Organic (http://radio.mediametrics.ru/dossier/11166/)","RU","2017-11-13 10:05:46","russian"
"MkWxAS4gS48","2018-01-18","Вся правда о скандале с Ульяновскими курсантами","Алена Полынь",22,"People & Blogs",8460,175,176,0,"https://i.ytimg.com/vi/MkWxAS4gS48/default.jpg",True,False,False,"Ведьма Алена Полынь о чести мундира, о курсантах Ульяновского училища и эротических танцах в фуражках. Подробности на авторском сайте ведьмы: https://goo.gl/IS8UEm (Империя Сильнейших Ведьм)\n\n\n=== ПОЛЕЗНЫЕ ССЫЛКИ ===\nИмперия Сильнейших Ведьм - https://goo.gl/IS8UEm\nЛавка Ведуньи - https://goo.gl/ewTQ7l\nОбучение у Алены Полынь - https://goo.gl/84tEPf\nФорум Ведовство - https://goo.gl/daA9Yq\n\nСайт Чин Женчины - https://goo.gl/TpBMqK\nЖенский форум - https://goo.gl/kxdnCR\nИнтернет-магазин - https://goo.gl/IFN15G\n\nСайт Радость Империи - https://goo.gl/T9pbR1\nФорум для общения со специалистами, между родителями, помощь - https://goo.gl/W3dG7o","RU","2018-01-17 11:44:06","russian"
"RZKw14H6NDQ","2017-12-01","Ответы на вопросы от 25.11.2017 (прот. Владимир Головин, г. Болгар)","golovinBolgar",27,"Education",8111,372,8,0,"https://i.ytimg.com/vi/RZKw14H6NDQ/default.jpg",True,False,False,"(скачать видео, аудио и воспользоваться активным содержанием можно здесь:\nhttp://vladimir-golovin.ru/otvety-25-11-2017.html)\n\nСОДЕРЖАНИЕ\n1) Как не впасть в отчаянье от осознания своей греховности? (00 час.: 00 мин.: 15 сек.)\n2) Услышит ли Бог молитвы пьющего отца? О силе родительской молитвы (00:08:49)\n3) Открыли ли в Варницкой гимназии 8 и 9 классы? Как быть, если переживаешь, что сын не справится с учебой там? (00:10:41)\n4) Нужно ли взрослых детей к чему-либо принуждать? (00:13:42)\n5) Можно ли акафистом Покрову Богородицы молиться за ребёнка, который еще в утробе? (00:19:32)\n6) Что означает изображение глаза в треугольнике? О неканонических иконах Пресвятой Троицы (00:22:14)\n7) Как брать благословение у священника на какое-либо дело? (00:25:22)\n8) Каждый ли священник может быть духовным наставником? (00:27:59)\n9) Будет ли предательством Христа, если по настоянию мужа-мусульманина ребёнку сделают обрезание? (00:30:10)\n10) Можно ли носить сразу два нательных креста? О традиции ношения нательных крестов (00:33:31)\n11) О сверхъестественных способностях человека (00:41:59)\n12) Всем ли можно совершать Иисусову молитву? (00:46:34)\n13) Как выбраться из греховного состояния? (00:48:36)\n14) Что такое «мытарства»? (00:50:08)\n15) Для чего над покойником читают Псалтирь? (00:51:53) \n16) Нужно ли креститься, проходя мимо храма? (00:55:18) \n17) О сборе пожертвований во время богослужения (00:58:13)\n18) Существует ли перевоплощение душ? (00:59:58)\n19) В чём состоял подвиг Николая II и царской семьи? (01:01:42)\n20) О промысле Божием (01:09:07)\n21) О духовном рассуждении (01:10:21)\n22) Нужно ли при Иисусовой молитве концентрировать ум на верхней части груди, как учат древние подвижники? (01:13:49)\n23) Полезно ли водить детей на новогодние ёлки? (01:16:55)\n24) Можем ли мы называть себя рабами по отношению к святым, ангелам и Божией Матери? (01:20:45)\n25) Нужно ли в молитвах к Иисусу Христу обращаться к Нему не только как к Богу, но и как к человеку? (01:22:15)\n26) Как стать настоящим мужчиной? (01:31:15)\n27) Как обезопасить себя от покупки неблагоприятного жилья? (01:32:28)\n28) Как быть, если во время молитвы по соглашению начались бесовские искушения? (00:35:05)\n29) За всё благодарите! (01:38:51)","RU","2017-11-30 13:56:16","russian"
"aGZyQWERc4I","2018-01-19","Танцы русских курсантов. Время покажет. Выпуск от 17.01.2018","Новости на Первом Канале",25,"News & Politics",172025,1041,2966,0,"https://i.ytimg.com/vi/aGZyQWERc4I/default.jpg",True,False,False,"Курсанты Ульяновского института гражданской авиации сняли клип на песню Satisfaction в общежитии вуза. Студенты фривольно танцуют в полуобнаженном виде и в форменных фуражках авиации. Клип носит шуточный и пародийный характер. Однако тот факт, что сделали его курсанты авиации вызвал негодование общественности. Кто-то отмечает нарушение дисциплины, некоторые увидели пропаганду гей-культуры, а кто-то оскорбился за  российских пилотов.\n\nПодписывайтесь на официальный канал «Новости на Первом Канале» на YouTube, будьте в курсе всех новостей и не пропустите новые выпуски.\nhttps://www.youtube.com/channel/UCKonxxVHzDl55V7a9n_Nlgg?sub_confirmation=1","RU","2018-01-17 11:50:50","russian"
